,topic_0_word,topic_0_score,topic_1_word,topic_1_score,topic_2_word,topic_2_score,topic_3_word,topic_3_score,topic_4_word,topic_4_score,topic_5_word,topic_5_score,topic_6_word,topic_6_score,topic_7_word,topic_7_score,topic_8_word,topic_8_score,topic_9_word,topic_9_score,topic_10_word,topic_10_score,topic_11_word,topic_11_score,topic_12_word,topic_12_score,topic_13_word,topic_13_score,topic_14_word,topic_14_score,topic_15_word,topic_15_score,topic_16_word,topic_16_score,topic_17_word,topic_17_score,topic_18_word,topic_18_score,topic_19_word,topic_19_score,topic_20_word,topic_20_score,topic_21_word,topic_21_score,topic_22_word,topic_22_score,topic_23_word,topic_23_score,topic_24_word,topic_24_score
69,sollen,0.003747571753594466,ziel,0.00447096363043621,regel,0.005438064554606407,south,0.009165711930087148,information,0.005789035950823976,ansteckend,0.006300578983760192,rate,0.005110943921622809,afd,0.0056448976378126675,weiterführend,0.006283301433018446,chef,0.0104537634530507,folge,0.006878765302235055,druck,0.005966177150396079,mann,0.005431095590865069,aut,0.012754463204763311,ort,0.006786157798216452,weit,0.0062353869528897045,gehen,0.005577989261191845,durchgehend,0.008102511596395337,muslimbrüder,0.008929162278394319,monika,0.015208145520096566,fdp,0.007192290859469607,rate,0.007796631498374422,dorf,0.007245997234765172,groß,0.0073804893424043545,epidemiologie,0.008796596698044112
70,zwei,0.0037469727714422993,mbit,0.004463162165362806,od,0.0054269739375838654,log,0.009032773724641395,sollen,0.005772891801109782,etwa,0.006292405371537006,ew,0.005059781417436103,stellen,0.0056225851065555285,infektionsgeschehen,0.006186314836250271,kanzlerfrage,0.010327995476402098,grüne,0.006843153243787255,treffen,0.0058215134031829605,arbeiten,0.005404226963457298,entsprechend,0.012701555469192563,fordern,0.006741346284886386,gruppe,0.006224441533643471,dna,0.005494712329688624,schadstoffkonzentration,0.008016341365113689,korrupt,0.008921288985827669,andrea,0.015129889236397796,stream,0.007138743653089721,geyenmenl,0.007314739381827988,kommen,0.007136043359418855,industrie,0.007352379915026768,spahn,0.008778172786366467
71,halten,0.0037063863273359577,veränderung,0.0044207702236804345,articles,0.005407574444090269,okt,0.008935095088910697,europäisch,0.0057210846805080305,symptom,0.006291178541109971,reported,0.005040646964458421,geben,0.0055668417809183685,uhr,0.0061142278453690975,link,0.010278224666133293,problem,0.006761269065360508,gericht,0.005798717903546111,putin,0.005343122119588431,wort,0.012539216152974512,sicherheit,0.006720200660044135,seite,0.006212622341242279,infektion,0.005490481930557504,disgusting,0.008016341365113689,kohle,0.008825493446071052,hans,0.014997986451662209,berlin,0.007057934764817782,montenegrol,0.007314739381827988,steuererhöhung,0.007088392954611322,zeit,0.00732211491714493,auf,0.008771328926025388
72,inzidenz,0.003706301656406201,weniger,0.004335893101078062,accounts,0.005387599056758391,share,0.00882833909634377,sein,0.0057116998061581626,warnen,0.0061104204059638225,adult,0.005026706693107096,fraktion,0.005532317516553085,hotel,0.006076546799671858,wählerverzeichnis,0.010273047389931254,schädlich,0.006663425069869513,zwei,0.005770739339712764,sagen,0.0053100588450532985,kriminell,0.01246154320996593,ausländer,0.006678814641062745,linke,0.006154010711527877,task,0.005445690060097298,clueless,0.008016341365113689,netanyahu,0.008770518733364862,kt,0.014884640479766528,forsa,0.007015862720490188,hospitalization,0.007196166612457447,doof,0.007088392954611322,thema,0.007195178713682344,woche,0.008741636166873401
73,di,0.0037054972975302507,entwicklung,0.004307189780586565,aug,0.0053265284647303545,sources,0.008755752151631891,million,0.005672106601696283,israel,0.006106386543061603,voc,0.004957900018463481,mensch,0.005506214752245592,mensch,0.006039969501816889,august,0.010212819556633895,jedoch,0.006559730907166686,zwang,0.005724893578048873,konflikt,0.0052718376825496415,relativ,0.0122886920824096,uhr,0.006667479825151626,jahr,0.006139131288695837,sogenannter,0.005353190789884454,dichtsitz,0.008016341365113689,artikel,0.008725892757819691,betrug,0.014874914262502129,sehen,0.0069831527365000895,led,0.007166866847094127,wahl,0.006983074657675262,gesellschaft,0.007191607341552061,schwer,0.008702836608562125
74,oo,0.0036983506914394448,oo,0.0043046610532271766,bengt,0.005246059547837543,anzahl,0.008663122714867084,delta,0.005662927906914723,krankenhaus,0.006096081418389598,tested,0.0049162560465593995,dafür,0.005499371849251855,gesundheit,0.006015681046217935,erreichen,0.010160373248057308,safer,0.006535056825436899,pflicht,0.005713371844775416,nawalny,0.005265309215651026,kom,0.012254480925019361,dabei,0.006648557736859243,fordern,0.00612630783946939,ansteckend,0.005287260823594429,belegungohne,0.008016341365113689,state,0.0086035601970001,berateraffaire,0.01455962971229028,nächster,0.006939581200775122,every,0.007110635385325973,ar,0.006971578349458673,turbine,0.007182268241124031,ungeimpfte,0.008701356166177213
75,welt,0.003696926518532379,power,0.004303380302299072,dez,0.0050246305186488135,true,0.008625188676093923,geben,0.005576514558441351,weit,0.006085042748111757,schools,0.004902542806396203,beschluß,0.005491185698613746,haushalt,0.005989266237524386,stimmabgabe,0.010123331168765676,union,0.006449061552089706,org,0.005637100261327593,antifa,0.00523963327871424,version,0.012234429619486233,antwort,0.00650082112776602,lassen,0.006121212858083924,reise,0.005189363649371646,tragedauer,0.00791423145771043,th,0.008569505625137416,bank,0.014556388735064905,hamburger,0.006912493056018948,alliance,0.0065686702744642556,innen,0.006954095935397451,technisch,0.007157979388860774,zwischenfall,0.008670584577623028
76,nrw,0.003660243980439567,zew,0.0042969420060704495,vor,0.0050210221833229185,states,0.00862121419166613,impf,0.0055066971711817,einwohner,0.005987453245321819,angabe,0.004881403723560214,können,0.005488880840955766,lassen,0.005931711714593482,mobilfunk,0.009933584117781172,twitter,0.006403530980757109,kraft,0.005603452145080351,blume,0.005233936556089491,recht,0.01222029876857185,stellen,0.0064658469510536064,links,0.006065855258126103,deletion,0.0051792060967094005,jürgen,0.007819634146551197,steuergeschenk,0.00851189034525253,aufhebung,0.014278618459779189,deutschlandtrend,0.006892317530221644,vaccination,0.006311960635627197,müssen,0.006828452786938805,tv,0.007111271393602841,flick,0.008670584577623028
77,politisch,0.003612780728161405,je,0.004268102644090113,beschränken,0.004992596832171404,pro,0.008548612075676856,vaccine,0.005422675015500035,infiziert,0.005982430725106844,asymptomatic,0.0048210305900702015,sprechen,0.005480589813883324,innen,0.005913091677856086,quelle,0.009835755202165362,deutsch,0.0063981759844514065,wahrheit,0.005416599987233006,anian,0.005218264757728873,sı,0.012205881079243098,stelle,0.006421331338775416,freiheit,0.006050524716878206,möglich,0.005178814791706595,kino,0.00781568116004273,al,0.00849879934231159,klöckner,0.014205964211201292,land,0.006850762572409132,state,0.0058013942261916345,bundestagswahl,0.006751654527976882,society,0.007035309197444704,bayer,0.008628917976347225
78,wahl,0.0035594029477843403,wirtschaft,0.004256667998474798,hallo,0.004992596832171404,case,0.008545964077591126,weit,0.005399840139029016,wert,0.005924418512469441,time,0.00481777515500094,links,0.005472633649552191,weit,0.005890023014503075,festnetz,0.009809710373937058,teuer,0.0063892295723341885,innen,0.005403960641804089,ralf,0.005217744840281125,ame,0.012205881079243098,gemeinsam,0.006376035407666051,gespräch,0.00599076859085659,omikron,0.005178589003245923,masken,0.007659975787501631,klöckner,0.008492870832594658,guttenberg,0.01417036705130395,partei,0.006849888983074785,ang,0.005312715969111789,eigentum,0.006724435909359843,wahl,0.007004492605192021,kritiker,0.008617162865343813
79,eee,0.003557236319802324,dafür,0.004256082954550401,folgeich,0.004980214386189861,actual,0.008526048576368704,zwei,0.005314381530541837,wegen,0.005879403545265693,clinical,0.004810229675943266,ganz,0.0054274529042436185,stark,0.0058158737882041504,telefonische,0.009776462583670568,hib,0.006354254729030273,kriminalität,0.00540363590138204,mord,0.005197800980490746,ausbildung,0.012132102503877524,wohin,0.006307143293887637,macht,0.005988924126702369,etwa,0.005165610425501807,empfehlen,0.007608575766261574,glauben,0.008454892805765439,axel,0.013889967264381537,zdf,0.006808908520250309,lieferung,0.005150782065910513,habeck,0.006625455110480438,fördern,0.006959449362044203,ruf,0.008542617987684731
80,frau,0.0035517796948513246,weit,0.004253726065917938,markus,0.004970728369028695,cause,0.008315347565666731,paul,0.005281209039738794,sinken,0.005855510561211198,melden,0.004762487739460508,walter,0.005364460036161713,lokal,0.005800832369622602,april,0.009688709823887993,cigarettes,0.0063537780591125664,verfassungsbeschwerde,0.005400791627368221,ocean,0.005195295313098636,buch,0.012078837990869092,grüne,0.0062656301208614575,straftat,0.005953486545657719,führen,0.00514181792629043,kind,0.007592105783422449,klimaforsch,0.008403468273961644,leyen,0.01388840744884093,regierungsvertreter,0.006792944631307387,bi,0.005143217224152187,möglich,0.006612901268074034,hass,0.006939695286861934,fußball,0.00847233920816481
81,min,0.0035517628392178107,förderung,0.004217847303848841,aktuell,0.004965339834447194,time,0.008240800517062196,empfehlen,0.005256337567577792,bereits,0.005831960141343908,kumuliert,0.004730067748748123,erachten,0.005338394467424259,sowie,0.005797123757749426,wahlkabine,0.009482812975321157,cannabinoide,0.0063537780591125664,erforderlich,0.005385023051133917,iraq,0.005195295313098636,bd,0.011915736448761883,gesellschaft,0.006205964245097065,zweifel,0.005953486545657719,schnell,0.005141053663464822,christmas,0.0075881623969395835,rebecca,0.008305391375128595,bekannte,0.013718925999624912,sanktion,0.006743434169461899,louisiana,0.005087547907701305,ort,0.006599917836465363,chance,0.006862060266642781,klein,0.008309682279356788
82,std,0.003541616545243008,fossil,0.004208583623097048,lee,0.0049308385176795805,official,0.008187262303954352,machen,0.005228175150329414,schwer,0.005813751038074718,pcr,0.004686365597637499,welt,0.005303287064615841,zeit,0.005732968471387055,bundestag,0.00941840269561896,cannabiskonsument,0.0063537780591125664,fall,0.005359677649175473,türkei,0.005163273936411274,beruflich,0.011915736448761883,setzen,0.006181552199434456,enough,0.0059426302940861365,force,0.0051145252883090025,till,0.007521307633984838,außenminister,0.008233802639869715,nestle,0.013566647467699894,sitzanteil,0.006710845759669646,mississippi,0.005087547907701305,wählen,0.006571038939265196,jahr,0.006838312946282071,ke,0.0083094996903306
83,mi,0.0035348438724194194,coal,0.0041925259810267155,mai,0.004929609532507394,todesfälle,0.008092644171648457,eu,0.005143082740928003,vorerkrankung,0.005748462460769542,intensivmedizinisch,0.0046440486610046785,jung,0.005290175394866828,mindestabstand,0.005713214471847746,befragt,0.008947153626720009,tabak,0.006279623099803432,sanktion,0.005286910072980762,donald,0.005162753396186606,text,0.011764178276967525,arbeiten,0.006161999709554238,presse,0.005917201765558027,woche,0.0051024277195291946,museum,0.007476170955400522,wdr,0.00820199370697952,immunität,0.013470437986345766,wolaf,0.006710845759669646,missouri,0.005087547907701305,wegenmorg,0.006493972969268395,startup,0.006662830487974756,institut,0.008204876906541913
